id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MEIS2	10	0.51254	0.75465	1.0	3845	2	0.32489	0.0010255	0.0070587	0.307318	164	5	0.32489
IRX2	10	0.51264	0.75472	1.0	3846	2	0.16227	0.15834	0.40166	0.960228	2977	4	0.16227
SNAI2	10	0.51278	0.75482	1.0	3847	2	0.36485	0.0073693	0.039132	0.535425	522	5	0.36485
RNF146	10	0.5135	0.75522	1.0	3848	3	0.28697	0.069264	0.22614	0.852679	1891	5	0.28697
CTH	10	0.51364	0.7553	1.0	3849	2	0.10696	0.3172	0.60861	1.0	4192	4	0.10696
ATOH8	10	0.51402	0.75553	1.0	3850	3	-0.018556	0.19466	0.45281	0.991908	3253	3	-0.018556
CCDC110	10	0.51457	0.75583	1.0	3851	1	0.21063	0.048747	0.17735	0.78719	1607	5	0.21063
CCDC120	10	0.51493	0.75604	1.0	3852	2	0.42457	0.010855	0.054101	0.584301	659	6	0.42457
ATF6	10	0.51523	0.75621	1.0	3853	3	0.12237	0.18262	0.43614	0.980944	3167	5	0.12237
MAMSTR	10	0.51531	0.75626	1.0	3854	3	0.10694	0.049153	0.17834	0.788539	1613	5	0.10694
BTF3	10	0.5156	0.75642	1.0	3855	3	-0.057145	0.39638	0.67636	1.0	4566	3	-0.057145
SAV1	10	0.51607	0.75665	1.0	3856	3	0.33384	0.040331	0.15401	0.749007	1461	6	0.33384
ZNF805	10	0.51618	0.7567	1.0	3857	2	0.27963	0.062662	0.21085	0.829606	1811	6	0.27963
C4orf21	10	0.51642	0.75683	1.0	3858	1	0.0072712	0.12668	0.34828	0.938334	2643	3	0.0072712
AGFG1	10	0.51651	0.75688	1.0	3859	3	-0.032604	0.46721	0.73224	1.0	4901	4	-0.032604
ZBTB5	10	0.51655	0.75691	1.0	3860	3	0.036582	0.38505	0.66756	1.0	4519	4	0.036582
ZNF286A	10	0.51699	0.75713	1.0	3861	3	0.21811	0.020523	0.089047	0.661534	959	6	0.21811
ZBTB1	10	0.51741	0.75739	1.0	3862	2	0.075012	0.14824	0.38697	0.948137	2903	4	0.075012
BCL2L10	10	0.51777	0.75759	1.0	3863	1	0.20417	0.13553	0.36582	0.943724	2757	6	0.20417
CROCC	10	0.51791	0.75766	1.0	3864	3	0.13376	0.41277	0.68949	1.0	4645	4	0.13376
ZNF468	10	0.51818	0.75783	1.0	3865	2	0.18236	0.019739	0.086289	0.654597	939	6	0.18236
CCNY	10	0.51827	0.75787	1.0	3866	2	0.22122	0.17847	0.43038	0.980944	3127	5	0.22122
C6orf1	10	0.51875	0.75812	1.0	3867	3	-0.03112	0.82384	0.93142	1.0	6260	2	-0.03112
HORMAD2	10	0.51888	0.75819	1.0	3868	3	-0.057359	0.018256	0.081045	0.652139	880	4	-0.057359
CCDC159	10	0.51912	0.75833	1.0	3869	3	-0.040614	0.75905	0.90214	1.0	6010	3	-0.040614
PDIK1L	10	0.51916	0.75836	1.0	3870	3	0.085279	0.074511	0.23796	0.861454	1968	4	0.085279
FAM189A1	10	0.51922	0.75839	1.0	3871	3	0.0096341	0.92041	0.96449	1.0	6553	2	0.0096341
UBE3C	10	0.51946	0.75851	1.0	3872	2	0.27851	0.07868	0.2474	0.867649	2032	6	0.27851
ARL2BP	10	0.51947	0.75852	1.0	3873	1	0.22704	0.099853	0.29349	0.904363	2310	5	0.22704
LHPP	10	0.51975	0.75868	1.0	3874	2	0.22656	0.11492	0.32461	0.920782	2509	6	0.22656
ZNF568	10	0.52024	0.75897	1.0	3875	3	0.11104	0.52657	0.77758	1.0	5164	4	0.11104
CUL4A	10	0.52032	0.75902	1.0	3876	3	0.15969	0.248	0.52314	1.0	3674	5	0.15969
TSC22D1	10	0.52048	0.75909	1.0	3877	3	0.20413	0.11621	0.32725	0.921025	2529	6	0.20413
UBE2A	10	0.52074	0.75923	1.0	3878	2	0.22148	0.065211	0.21682	0.839551	1841	5	0.22148
ZDHHC2	10	0.5208	0.75925	1.0	3879	3	-0.097305	0.871	0.94585	1.0	6381	2	-0.097305
CTDSPL	10	0.52188	0.75987	1.0	3880	3	0.17323	0.13091	0.35663	0.940153	2698	4	0.17323
PLAGL1	10	0.52252	0.76023	1.0	3881	3	0.065672	0.4717	0.7359	1.0	4921	4	0.065672
USP22	10	0.52324	0.76062	1.0	3882	3	0.74331	0.00040528	0.0029592	0.231368	92	6	0.74331
PA2G4	10	0.52388	0.76098	1.0	3883	3	-0.057786	0.59138	0.82157	1.0	5443	3	-0.057786
FOXA1	10	0.52447	0.76133	1.0	3884	2	0.18489	0.11678	0.32844	0.923062	2532	6	0.18489
GCM2	10	0.52458	0.7614	1.0	3885	3	0.12856	0.11484	0.32442	0.920782	2507	4	0.12856
GPX2	10	0.52489	0.76157	1.0	3886	2	0.24473	0.078816	0.24775	0.867791	2035	5	0.24473
ATRAID	10	0.52515	0.76169	1.0	3887	3	0.094399	0.10521	0.30472	0.908741	2384	4	0.094399
NAP1L5	10	0.52532	0.76179	1.0	3888	3	0.0052422	0.49696	0.75523	1.0	5037	3	0.0052422
NCOA1	10	0.52538	0.76183	1.0	3889	2	-0.052717	0.07689	0.24334	0.864353	2006	4	-0.052717
CCDC7	10	0.52544	0.76186	1.0	3890	3	0.072601	0.57744	0.81512	1.0	5392	3	0.072601
UBQLN4	10	0.52548	0.76189	1.0	3891	3	0.0083561	0.44418	0.71421	1.0	4806	3	0.0083561
FAM229A	10	0.52552	0.76192	1.0	3892	3	0.22789	0.040225	0.15368	0.749007	1458	5	0.22789
FAM196B	10	0.52556	0.76193	1.0	3893	3	0.31734	0.030533	0.12278	0.717879	1218	7	0.31734
CCDC78	10	0.52572	0.76202	1.0	3894	3	0.021081	0.011364	0.056003	0.590312	676	4	0.021081
C1orf185	10	0.52585	0.76209	1.0	3895	3	0.060764	0.064902	0.21606	0.838681	1837	4	0.060764
TATDN1	10	0.52608	0.76223	1.0	3896	2	0.42188	0.0064133	0.034512	0.523225	470	7	0.42188
CDKN1A	10	0.5262	0.7623	1.0	3897	3	0.20186	0.071747	0.23181	0.858133	1926	5	0.20186
NEK2	10	0.52622	0.76231	1.0	3898	2	0.21273	0.015959	0.072979	0.646514	803	6	0.21273
ALKBH4	10	0.52627	0.76235	1.0	3899	3	0.037237	0.57124	0.81051	1.0	5375	2	0.037237
TRIM23	10	0.52628	0.76235	1.0	3900	3	0.001235	0.44326	0.71355	1.0	4801	4	0.001235
FAM110A	10	0.52671	0.76258	1.0	3901	2	0.13624	0.42085	0.69593	1.0	4699	4	0.13624
HEPACAM2	10	0.52671	0.76258	1.0	3902	3	0.22002	0.0083107	0.043498	0.547447	560	5	0.22002
DRGX	10	0.52685	0.76267	1.0	3903	2	0.086933	0.25433	0.53115	1.0	3729	5	0.086933
TMEM60	10	0.52698	0.76273	1.0	3904	2	0.35045	0.0057599	0.031524	0.507621	442	8	0.35045
DET1	10	0.52712	0.76279	1.0	3905	2	0.4059	0.017588	0.078709	0.652139	849	6	0.4059
ZNF195	10	0.52746	0.763	1.0	3906	2	0.0023965	0.14772	0.38619	0.947418	2900	4	0.0023965
TENM1	10	0.52759	0.76307	1.0	3907	3	0.11066	0.21153	0.47574	1.0	3386	5	0.11066
SWAP70	10	0.52763	0.7631	1.0	3908	3	0.19625	0.062418	0.21027	0.82932	1807	5	0.19625
ZNF787	10	0.52798	0.7633	1.0	3909	2	0.18912	0.24728	0.52221	1.0	3668	5	0.18912
FAM228A	10	0.52811	0.76338	1.0	3910	3	0.06346	0.12371	0.34247	0.933607	2611	5	0.06346
CASP8AP2	10	0.52835	0.76352	1.0	3911	2	-0.0039047	0.84958	0.93899	1.0	6322	2	-0.0039047
EPHB3	10	0.52838	0.76354	1.0	3912	2	-0.055673	0.023367	0.098972	0.678632	1038	4	-0.055673
SIX3	10	0.52868	0.76372	1.0	3913	2	0.06198	0.51663	0.77018	1.0	5120	2	0.06198
PTK6	10	0.52873	0.76374	1.0	3914	3	0.24005	0.0025073	0.015284	0.404344	268	5	0.24005
CRYAA	10	0.52906	0.76392	1.0	3915	2	0.10258	0.27104	0.55232	1.0	3841	4	0.10258
C5orf45	10	0.52906	0.76392	1.0	3916	3	0.073934	0.05049	0.18158	0.789444	1637	4	0.073934
FOXG1	10	0.52928	0.76403	1.0	3917	1	0.18136	0.28787	0.57342	1.0	3972	5	0.18136
PERP	10	0.5293	0.76404	1.0	3918	3	0.075849	0.12368	0.34243	0.933607	2610	4	0.075849
ATF2	10	0.52942	0.76412	1.0	3919	3	0.088377	0.61059	0.83057	1.0	5495	3	0.088377
ZNF140	10	0.52981	0.76433	1.0	3920	2	0.21904	0.059234	0.20281	0.819868	1764	5	0.21904
PNN	10	0.52982	0.76433	1.0	3921	3	0.060455	0.044173	0.16606	0.765167	1546	4	0.060455
SNX6	10	0.52986	0.76435	1.0	3922	3	0.10337	0.48277	0.74441	1.0	4968	4	0.10337
IRS1	10	0.53002	0.76445	1.0	3923	3	0.14189	0.082933	0.25699	0.876489	2090	5	0.14189
TRIP6	9	0.53007	0.74553	1.0	3924	3	-0.064926	0.054592	0.1835	0.790844	1705	3	-0.064926
ZNF20	10	0.53019	0.76453	1.0	3925	3	-0.049467	0.24575	0.52026	1.0	3650	3	-0.049467
C8orf42	10	0.53023	0.76456	1.0	3926	3	0.032353	0.6672	0.85694	1.0	5686	3	0.032353
C5orf55	10	0.53052	0.76471	1.0	3927	3	-0.0044184	0.25679	0.53432	1.0	3742	3	-0.0044184
CSNK1D	10	0.53053	0.76472	1.0	3928	3	0.0511	0.070823	0.22974	0.854183	1917	3	0.0511
PHOX2A	9	0.53084	0.74606	1.0	3929	3	0.098913	0.3013	0.57046	1.0	4078	4	0.098913
UBTD2	10	0.53094	0.76492	1.0	3930	3	0.12827	0.28087	0.56471	1.0	3925	5	0.12827
MAP3K19	10	0.53129	0.76511	1.0	3931	2	0.042116	0.23815	0.51058	1.0	3589	4	0.042116
BEX2	10	0.53184	0.76544	1.0	3932	3	0.057274	0.47393	0.73765	1.0	4934	4	0.057274
TIGD6	10	0.53192	0.76548	1.0	3933	3	0.029635	0.52004	0.77274	1.0	5135	4	0.029635
PDCD4	10	0.53212	0.76557	1.0	3934	2	0.1436	0.083578	0.25838	0.876936	2099	5	0.1436
UBE2V2	10	0.53212	0.76557	1.0	3935	3	0.01288	0.48989	0.74987	1.0	5003	3	0.01288
SPIB	10	0.53235	0.76572	1.0	3936	2	0.16996	0.13354	0.36183	0.940563	2736	6	0.16996
ACTR5	10	0.53357	0.76639	1.0	3937	1	0.36259	0.041597	0.15803	0.749088	1503	7	0.36259
APOBEC3H	10	0.5337	0.76647	1.0	3938	2	0.15476	0.19837	0.45788	0.993192	3282	4	0.15476
SLC50A1	10	0.53399	0.76664	1.0	3939	3	0.033383	0.87759	0.948	1.0	6402	2	0.033383
EIF2AK4	10	0.53427	0.76679	1.0	3940	3	0.11314	0.30439	0.59335	1.0	4102	5	0.11314
MTOR	10	0.53436	0.76684	1.0	3941	2	0.29469	0.029758	0.1203	0.714682	1196	5	0.29469
NR2C2	10	0.53467	0.767	1.0	3942	2	0.30688	0.070392	0.22878	0.854183	1908	6	0.30688
C16orf62	10	0.53482	0.7671	1.0	3943	3	0.099728	0.57042	0.80993	1.0	5369	4	0.099728
FOLH1	10	0.53483	0.7671	1.0	3944	2	0.028383	0.019171	0.084273	0.654597	916	3	0.028383
PAPD4	10	0.53497	0.76716	1.0	3945	3	-0.00028009	0.4148	0.6911	1.0	4661	4	-0.00028009
CTNND2	10	0.5351	0.76723	1.0	3946	3	-0.016848	0.22176	0.48937	1.0	3475	4	-0.016848
SH2D4A	10	0.53539	0.76737	1.0	3947	3	0.33398	0.041543	0.15784	0.749007	1501	6	0.33398
UBE3B	10	0.53562	0.7675	1.0	3948	2	0.086819	0.30446	0.59344	1.0	4104	4	0.086819
CSRP1	10	0.53618	0.76781	1.0	3949	3	0.46161	0.00083098	0.0058578	0.296437	141	7	0.46161
PLCG1	10	0.53623	0.76783	1.0	3950	3	-0.039778	0.61165	0.83103	1.0	5499	3	-0.039778
CUTC	10	0.53632	0.76788	1.0	3951	1	0.16227	0.22189	0.48954	1.0	3477	4	0.16227
SIK1	10	0.53645	0.76794	1.0	3952	1	0.059036	0.14737	0.38569	0.947308	2895	4	0.059036
SQSTM1	10	0.53666	0.76808	1.0	3953	2	0.1502	0.1417	0.3775	0.944021	2840	3	0.1502
MYT1L	10	0.53679	0.76816	1.0	3954	2	0.17357	0.057536	0.19869	0.811901	1744	5	0.17357
KAT2B	10	0.5368	0.76817	1.0	3955	3	0.075408	0.041806	0.15866	0.750071	1507	3	0.075408
ASPA	10	0.53716	0.76838	1.0	3956	3	0.098032	0.47238	0.73645	1.0	4925	4	0.098032
ZW10	10	0.5373	0.76846	1.0	3957	2	0.1469	0.0033466	0.019602	0.441948	312	5	0.1469
FAM131B	10	0.53741	0.76852	1.0	3958	2	-0.017623	0.57045	0.80995	1.0	5370	4	-0.017623
FAM131A	10	0.53775	0.76872	1.0	3959	3	0.10521	0.69364	0.8695	1.0	5779	3	0.10521
IDE	10	0.53786	0.76877	1.0	3960	3	0.23554	0.20155	0.46215	0.993192	3316	5	0.23554
CEBPB	10	0.53799	0.76885	1.0	3961	3	0.23172	0.10866	0.3119	0.909489	2442	6	0.23172
DYRK1A	10	0.53822	0.76899	1.0	3962	3	0.20875	0.094573	0.28218	0.900322	2231	5	0.20875
ZNF488	10	0.53837	0.76908	1.0	3963	3	0.11452	0.26751	0.54795	1.0	3810	5	0.11452
TMEM223	10	0.53858	0.7692	1.0	3964	3	-0.10186	0.1314	0.35757	0.940153	2708	2	-0.10186
SAGE1	10	0.53866	0.76926	1.0	3965	3	0.20879	0.12809	0.35107	0.940153	2656	6	0.20879
USB1	10	0.5387	0.76929	1.0	3966	3	0.29346	0.080722	0.25209	0.873617	2056	6	0.29346
RBM4	10	0.53878	0.76932	1.0	3967	1	0.07606	0.20915	0.47235	0.998751	3369	5	0.07606
C1orf122	10	0.53882	0.76936	1.0	3968	3	0.24528	0.003883	0.022349	0.450301	353	6	0.24528
SFI1	10	0.53898	0.76943	1.0	3969	1	0.16443	0.20539	0.46737	0.996668	3339	5	0.16443
ZNF276	10	0.53905	0.76946	1.0	3970	2	0.1338	0.33323	0.62547	1.0	4271	3	0.1338
CLDN19	10	0.53925	0.76958	1.0	3971	3	0.17558	0.19401	0.45187	0.991676	3247	5	0.17558
TRIO	10	0.53932	0.76961	1.0	3972	2	0.10412	0.027056	0.11144	0.706609	1124	5	0.10412
RFX1	10	0.53981	0.7699	1.0	3973	2	0.30643	0.038298	0.14766	0.747693	1403	6	0.30643
ALPK3	10	0.53993	0.76996	1.0	3974	2	-0.022518	0.028693	0.11673	0.712562	1166	4	-0.022518
ZNF263	10	0.54023	0.77013	1.0	3975	2	0.073033	0.33437	0.62642	1.0	4278	4	0.073033
TIMM50	10	0.54041	0.77023	1.0	3976	3	6.8245e-05	0.84741	0.93832	1.0	6317	2	6.8245e-05
KIAA1598	10	0.54042	0.77024	1.0	3977	3	0.025875	0.42025	0.69541	1.0	4691	4	0.025875
HMG20A	10	0.54063	0.77037	1.0	3978	3	0.14419	0.27594	0.55845	1.0	3882	4	0.14419
POLDIP2	10	0.54074	0.77042	1.0	3979	2	0.00070044	0.36692	0.65298	1.0	4426	3	0.00070044
FOXP2	10	0.54087	0.7705	1.0	3980	3	0.19296	0.051913	0.1849	0.790844	1662	5	0.19296
EME1	10	0.54102	0.77061	1.0	3981	2	0.077795	0.66621	0.85648	1.0	5681	3	0.077795
FAM209B	10	0.54129	0.77077	1.0	3982	3	0.070838	0.046535	0.17192	0.775916	1578	4	0.070838
FAM111B	10	0.54146	0.77088	1.0	3983	3	0.13102	0.11915	0.33317	0.929232	2551	5	0.13102
PRKCI	10	0.54154	0.77092	1.0	3984	3	0.16519	0.0088182	0.045821	0.549772	595	4	0.16519
C9orf37	10	0.54166	0.77098	1.0	3985	3	0.072139	0.16794	0.41564	0.968195	3056	5	0.072139
ZNF354A	10	0.54185	0.77109	1.0	3986	2	0.50391	0.0047405	0.026567	0.474865	399	7	0.50391
TMEM245	10	0.54255	0.77146	1.0	3987	3	0.32224	0.019332	0.084851	0.654597	922	6	0.32224
RAX2	10	0.54305	0.77176	1.0	3988	2	0.40835	0.031687	0.12641	0.720992	1247	6	0.40835
CDH6	10	0.54339	0.77196	1.0	3989	2	0.00081364	0.51427	0.76844	1.0	5103	3	0.00081364
PCM1	10	0.54351	0.77204	1.0	3990	3	0.04031	0.29625	0.58356	1.0	4048	5	0.04031
C7orf55	10	0.54393	0.77225	1.0	3991	3	-0.019056	0.16585	0.41266	0.966778	3041	3	-0.019056
ZCCHC18	10	0.54473	0.77271	1.0	3992	3	0.10959	0.2664	0.54658	1.0	3801	4	0.10959
B9D2	10	0.54489	0.77282	1.0	3993	3	0.068671	0.36016	0.64738	1.0	4399	3	0.068671
TMEM45B	10	0.545	0.77289	1.0	3994	3	0.088247	0.12727	0.34946	0.938634	2652	5	0.088247
APPL1	10	0.54514	0.77298	1.0	3995	2	0.25307	0.11699	0.32887	0.92378	2535	5	0.25307
HSPB1	10	0.54523	0.77302	1.0	3996	2	0.21204	0.048202	0.17603	0.78475	1599	5	0.21204
TRAF6	10	0.5454	0.77312	1.0	3997	3	0.25805	0.10825	0.31111	0.908741	2435	6	0.25805
CDX2	10	0.54568	0.77329	1.0	3998	2	-0.014928	0.019996	0.087157	0.654597	946	3	-0.014928
FAM134A	10	0.54606	0.77351	1.0	3999	2	0.2322	0.022966	0.097579	0.67486	1028	5	0.2322
BCL2L13	10	0.5462	0.77356	1.0	4000	2	0.2521	0.13325	0.36126	0.940563	2731	5	0.2521
ZNHIT1	10	0.54629	0.77361	1.0	4001	3	0.21284	0.078319	0.24656	0.865894	2030	5	0.21284
FAM19A1	10	0.54675	0.77388	1.0	4002	2	0.11247	0.30738	0.59685	1.0	4125	5	0.11247
LHX2	10	0.54685	0.77395	1.0	4003	2	0.063562	0.17186	0.4211	0.968647	3095	4	0.063562
ZNF337	10	0.54689	0.77399	1.0	4004	3	-0.044504	0.32937	0.62244	1.0	4257	3	-0.044504
TAOK1	10	0.54703	0.77406	1.0	4005	3	0.24903	0.042972	0.16231	0.756055	1529	6	0.24903
C9orf50	10	0.54726	0.77419	1.0	4006	3	-0.057838	0.75136	0.89818	1.0	5984	3	-0.057838
SCMH1	10	0.5474	0.77428	1.0	4007	3	0.32223	0.042432	0.16062	0.752831	1520	6	0.32223
ZNF324B	10	0.54745	0.7743	1.0	4008	2	0.052551	0.16653	0.41361	0.967402	3046	4	0.052551
THTPA	10	0.54804	0.77463	1.0	4009	3	-0.035564	0.48079	0.74289	1.0	4961	4	-0.035564
ORC1	10	0.54807	0.77464	1.0	4010	3	0.062061	0.20971	0.47317	0.999032	3373	3	0.062061
CCDC8	10	0.54823	0.77474	1.0	4011	3	0.14243	0.052546	0.18648	0.792118	1676	5	0.14243
BET1L	10	0.5485	0.77491	1.0	4012	2	0.30983	0.088461	0.26902	0.885882	2162	6	0.30983
KLF10	10	0.54863	0.77499	1.0	4013	3	0.040949	0.37525	0.65971	1.0	4474	3	0.040949
TMEM133	10	0.54885	0.77511	1.0	4014	3	0.17808	0.15776	0.40078	0.959482	2974	5	0.17808
HIST1H2BM	10	0.54887	0.77513	1.0	4015	2	0.38787	0.10446	0.30314	0.908741	2371	5	0.38787
EZR	10	0.54896	0.77518	1.0	4016	2	-0.00096944	0.15344	0.39439	0.954785	2943	2	-0.00096944
CHUK	10	0.55002	0.77578	1.0	4017	3	0.13796	0.075854	0.24099	0.862913	1991	5	0.13796
BATF3	10	0.5501	0.77583	1.0	4018	3	-0.10208	0.035601	0.139	0.739036	1340	2	-0.10208
CDC25C	10	0.55017	0.77586	1.0	4019	2	-0.024859	0.92311	0.96571	1.0	6567	2	-0.024859
FAM169A	10	0.55024	0.7759	1.0	4020	2	0.060466	0.24493	0.51922	1.0	3642	4	0.060466
ATXN2	10	0.55043	0.77602	1.0	4021	2	0.43805	0.013671	0.064538	0.610622	753	7	0.43805
SNCAIP	10	0.55044	0.77602	1.0	4022	2	0.34064	0.026723	0.11031	0.705782	1109	7	0.34064
RLIM	10	0.55048	0.77604	1.0	4023	2	0.32112	0.059274	0.20292	0.819868	1765	6	0.32112
PNRC1	10	0.5507	0.77617	1.0	4024	2	-0.039157	0.89018	0.95234	1.0	6444	2	-0.039157
C18orf56	10	0.55077	0.77622	1.0	4025	3	0.12386	0.060573	0.20597	0.823922	1781	4	0.12386
LHX6	10	0.55104	0.77639	1.0	4026	3	-0.058041	0.10674	0.30801	0.908741	2404	3	-0.058041
HKDC1	10	0.55144	0.77665	1.0	4027	3	0.0073184	0.18461	0.43891	0.982245	3185	3	0.0073184
BECN1	10	0.55149	0.77667	1.0	4028	2	0.26601	0.07569	0.24061	0.862913	1986	6	0.26601
STAG3	10	0.55163	0.77676	1.0	4029	2	0.36044	0.051667	0.18431	0.790844	1658	6	0.36044
GLI3	10	0.5519	0.77691	1.0	4030	1	0.32721	0.049795	0.17991	0.789323	1625	6	0.32721
KIAA1217	10	0.55197	0.77694	1.0	4031	2	0.10279	0.4031	0.68175	1.0	4596	4	0.10279
LAT	10	0.55206	0.77699	1.0	4032	3	0.028752	0.53228	0.78181	1.0	5190	4	0.028752
PINX1	10	0.5521	0.77701	1.0	4033	3	-0.010452	0.27587	0.55838	1.0	3881	4	-0.010452
BRWD1	10	0.55263	0.77731	1.0	4034	2	0.05923	0.5562	0.79942	1.0	5307	3	0.05923
SCRT2	10	0.55323	0.77766	1.0	4035	3	0.052781	0.04332	0.16343	0.758504	1535	4	0.052781
TOR1AIP1	10	0.55339	0.77776	1.0	4036	3	-0.070673	0.54103	0.78815	1.0	5230	3	-0.070673
TPRX1	10	0.55362	0.77791	1.0	4037	1	-0.0441	0.21062	0.47437	1.0	3379	3	-0.0441
CREB3L3	10	0.55366	0.77794	1.0	4038	3	0.21821	0.11822	0.3313	0.927284	2544	6	0.21821
CTNNB1	10	0.5537	0.77796	1.0	4039	3	0.049134	0.50818	0.76365	1.0	5084	3	0.049134
COMMD6	10	0.55382	0.77802	1.0	4040	3	0.12816	0.21909	0.48591	1.0	3445	5	0.12816
ZNF24	10	0.55385	0.77805	1.0	4041	3	0.059473	0.019134	0.084149	0.654597	913	5	0.059473
KLF7	10	0.55395	0.7781	1.0	4042	1	0.41749	0.0071589	0.038121	0.532858	508	7	0.41749
UCHL3	10	0.5544	0.77835	1.0	4043	3	0.094576	0.51769	0.77096	1.0	5125	4	0.094576
CLASP1	10	0.55444	0.77837	1.0	4044	3	-0.024813	0.66492	0.85582	1.0	5676	3	-0.024813
VPS4B	10	0.5546	0.77846	1.0	4045	2	0.068864	0.59338	0.82249	1.0	5447	3	0.068864
RBMS1	10	0.55475	0.77854	1.0	4046	3	-0.07211	0.6678	0.85724	1.0	5689	3	-0.07211
RNF11	10	0.55492	0.77866	1.0	4047	3	0.12232	0.002255	0.013972	0.394488	252	4	0.12232
TEK	10	0.55551	0.77897	1.0	4048	2	0.39779	0.018577	0.082167	0.652139	894	6	0.39779
EAF1	10	0.55565	0.77903	1.0	4049	3	-0.1059	0.7574	0.90126	1.0	6005	2	-0.1059
RGS3	10	0.55587	0.77916	1.0	4050	3	0.066927	0.38335	0.6662	1.0	4512	4	0.066927
ATXN7	10	0.55588	0.77916	1.0	4051	3	-0.13578	0.14158	0.37732	0.944021	2838	4	-0.13578
SOCS7	10	0.55606	0.77928	1.0	4052	2	0.15042	0.045617	0.16963	0.772179	1565	4	0.15042
UTP14C	10	0.55646	0.77953	1.0	4053	3	0.14046	0.25255	0.52892	1.0	3718	5	0.14046
ZNF22	10	0.55678	0.77972	1.0	4054	3	0.10116	0.28301	0.56735	1.0	3939	4	0.10116
CAMK2G	10	0.55697	0.77983	1.0	4055	3	0.12948	0.35686	0.64467	1.0	4377	4	0.12948
SACS	10	0.55732	0.78005	1.0	4056	3	0.33994	0.010764	0.053755	0.582147	658	6	0.33994
C9orf117	10	0.55751	0.78017	1.0	4057	2	0.14639	0.23987	0.51281	1.0	3602	5	0.14639
ZBTB18	10	0.55756	0.78019	1.0	4058	3	0.25164	0.011	0.054635	0.585231	664	6	0.25164
ALOX15	10	0.5583	0.7806	1.0	4059	2	0.045379	0.55393	0.79773	1.0	5299	4	0.045379
C10orf128	10	0.55833	0.78061	1.0	4060	3	0.0040542	0.11829	0.33142	0.927284	2546	4	0.0040542
SORBS2	10	0.55843	0.78068	1.0	4061	2	0.18901	0.014106	0.066202	0.619769	761	6	0.18901
FAM117B	10	0.55869	0.78084	1.0	4062	3	-0.088181	0.46432	0.72995	1.0	4889	3	-0.088181
WDR11	10	0.55946	0.78124	1.0	4063	3	0.0076904	0.70314	0.87403	1.0	5805	3	0.0076904
GCFC2	10	0.55965	0.78135	1.0	4064	3	0.15551	0.095308	0.28376	0.901346	2239	5	0.15551
C11orf71	10	0.56024	0.78172	1.0	4065	2	0.23373	0.04895	0.17786	0.787474	1611	6	0.23373
HOXC12	10	0.56033	0.78177	1.0	4066	2	0.35386	0.028892	0.11741	0.713094	1173	6	0.35386
IBTK	10	0.56059	0.7819	1.0	4067	3	0.18234	0.13007	0.35498	0.940153	2684	6	0.18234
ZIC5	10	0.56072	0.78197	1.0	4068	1	0.30125	0.027982	0.11446	0.709294	1150	7	0.30125
KIAA1109	10	0.56079	0.78201	1.0	4069	3	0.26877	0.091126	0.27476	0.889807	2197	6	0.26877
PIP5K1A	10	0.56113	0.78223	1.0	4070	3	-0.0095607	0.21017	0.47379	0.999714	3377	5	-0.0095607
HTRA2	10	0.56117	0.78226	1.0	4071	3	0.15876	0.0024517	0.014975	0.404344	262	5	0.15876
C2orf15	10	0.56151	0.78246	1.0	4072	3	0.071947	0.21876	0.4855	1.0	3442	4	0.071947
APPBP2	10	0.56182	0.78262	1.0	4073	3	-0.059184	0.95431	0.97735	1.0	6685	1	-0.059184
FOXO4	10	0.56192	0.78267	1.0	4074	2	0.057605	0.34564	0.63558	1.0	4339	3	0.057605
MAF	10	0.56202	0.78271	1.0	4075	2	-0.054704	0.58946	0.82066	1.0	5433	3	-0.054704
MYOD1	10	0.56213	0.78276	1.0	4076	3	0.096235	0.60674	0.82875	1.0	5486	2	0.096235
HOXB9	10	0.56217	0.7828	1.0	4077	3	0.033009	0.032684	0.12959	0.721252	1278	3	0.033009
CCDC54	10	0.56219	0.7828	1.0	4078	3	-0.0070098	0.25114	0.52717	1.0	3706	2	-0.0070098
TMEM61	10	0.56228	0.78285	1.0	4079	3	0.093524	0.26813	0.54873	1.0	3816	5	0.093524
RNF111	10	0.5626	0.78301	1.0	4080	2	0.053027	0.14492	0.38206	0.945457	2875	3	0.053027
MBD1	10	0.56295	0.78322	1.0	4081	3	0.080975	0.54195	0.78882	1.0	5237	3	0.080975
LYAR	10	0.56345	0.78352	1.0	4082	2	0.16097	0.22748	0.49673	1.0	3514	5	0.16097
CCDC157	10	0.56417	0.78391	1.0	4083	3	-0.014101	0.067155	0.22126	0.845233	1865	4	-0.014101
HNRNPUL2	10	0.56427	0.78397	1.0	4084	3	-0.083883	0.74686	0.89586	1.0	5969	3	-0.083883
UNG	10	0.56431	0.784	1.0	4085	3	0.42914	0.0088748	0.046074	0.55036	596	7	0.42914
C19orf21	10	0.56462	0.78416	1.0	4086	2	-0.080307	0.39447	0.67483	1.0	4561	4	-0.080307
PHF16	10	0.5648	0.78426	1.0	4087	3	0.13274	0.13531	0.36539	0.943724	2755	5	0.13274
TMEM184A	10	0.56488	0.78432	1.0	4088	3	0.069867	0.87863	0.94834	1.0	6406	2	0.069867
